xx,SITE,OBS_YEAR,REGION,ISLAND,DATE_,REEF_ZONE,DEPTH_BIN,LATITUDE,LONGITUDE,SITEVISITID,EXCLUDE_FLAG,METHOD,SEC_NAME,HUMANS20,HUMANS200,TYPE,ANALYSIS_YEAR,ANALYSIS_STRATA,ANALYSIS_SEC,MPA_Name,MPA_Estab_Yr,Protection,TUT2012
1812,MAR-0236,2009,NWHI,Maro,9/23/09,Lagoon,Shallow,25.43831667,-170.5985667,2650,0,nSPC,Maro,0,0,RANDOM,2009,LagoonShallow,Maro,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1813,MAR-0237,2009,NWHI,Maro,9/25/09,Lagoon,Shallow,25.43925,-170.5866333,2685,0,nSPC,Maro,0,0,RANDOM,2009,LagoonShallow,Maro,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1814,MAR-0238,2009,NWHI,Maro,9/25/09,Lagoon,Shallow,25.45075,-170.6041333,2688,0,nSPC,Maro,0,0,RANDOM,2009,LagoonShallow,Maro,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1815,MAR-0239,2009,NWHI,Maro,9/23/09,Lagoon,Mid,25.44065,-170.6231667,2658,0,nSPC,Maro,0,0,RANDOM,2009,LagoonMid,Maro,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1816,MAR-0240,2009,NWHI,Maro,9/25/09,Lagoon,Shallow,25.45438333,-170.5958,2686,0,nSPC,Maro,0,0,RANDOM,2009,LagoonShallow,Maro,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1817,MAR-0355,2011,NWHI,Maro,8/1/11,Lagoon,Shallow,25.44244,-170.63551,4043,0,nSPC,Maro,0,0,RANDOM,2011,LagoonShallow,Maro,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1818,MAR-0357,2011,NWHI,Maro,8/1/11,Forereef,Shallow,25.47405,-170.62852,4046,0,nSPC,Maro,0,0,RANDOM,2011,ForereefShallow,Maro,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1819,MAR-0362,2011,NWHI,Maro,8/1/11,Forereef,Mid,25.48315,-170.61066,4045,0,nSPC,Maro,0,0,RANDOM,2011,ForereefMid,Maro,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1820,MAR-0370,2011,NWHI,Maro,8/1/11,Forereef,Deep,25.45002,-170.69794,4044,0,nSPC,Maro,0,0,RANDOM,2011,ForereefDeep,Maro,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1821,MAR-0529,2009,NWHI,Maro,9/25/09,Forereef,Shallow,25.41768333,-170.5880667,2682,0,nSPC,Maro,0,0,RANDOM,2009,ForereefShallow,Maro,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1822,MAR-0534,2009,NWHI,Maro,9/26/09,Forereef,Shallow,25.3866,-170.52665,2700,0,nSPC,Maro,0,0,RANDOM,2009,ForereefShallow,Maro,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1823,MAR-0538,2009,NWHI,Maro,9/24/09,Forereef,Shallow,25.3793,-170.4964833,2674,0,nSPC,Maro,0,0,RANDOM,2009,ForereefShallow,Maro,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1824,MAR-0539,2009,NWHI,Maro,9/24/09,Forereef,Mid,25.36078333,-170.47495,2669,0,nSPC,Maro,0,0,RANDOM,2009,ForereefMid,Maro,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1825,MAR-0540,2009,NWHI,Maro,9/24/09,Forereef,Mid,25.3443,-170.4925833,2678,0,nSPC,Maro,0,0,RANDOM,2009,ForereefMid,Maro,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1826,MAR-0553,2009,NWHI,Maro,10/16/09,Forereef,Mid,25.37638333,-170.4729333,2848,0,nSPC,Maro,0,0,RANDOM,2009,ForereefMid,Maro,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1827,MAR-0554,2009,NWHI,Maro,10/16/09,Forereef,Mid,25.36543333,-170.4786667,2846,0,nSPC,Maro,0,0,RANDOM,2009,ForereefMid,Maro,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1828,MAR-0555,2009,NWHI,Maro,9/26/09,Forereef,Mid,25.35511667,-170.55165,2702,0,nSPC,Maro,0,0,RANDOM,2009,ForereefMid,Maro,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1829,MAR-0556,2009,NWHI,Maro,10/16/09,Forereef,Mid,25.3314,-170.4884167,2847,0,nSPC,Maro,0,0,RANDOM,2009,ForereefMid,Maro,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1830,MAR-0557,2009,NWHI,Maro,9/25/09,Forereef,Deep,25.4436,-170.7101667,2681,0,nSPC,Maro,0,0,RANDOM,2009,ForereefDeep,Maro,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1831,MAR-0559,2009,NWHI,Maro,9/24/09,Forereef,Deep,25.36591667,-170.4546667,2667,0,nSPC,Maro,0,0,RANDOM,2009,ForereefDeep,Maro,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1832,MAR-0566,2009,NWHI,Maro,9/26/09,Forereef,Deep,25.33173333,-170.6252333,2701,0,nSPC,Maro,0,0,RANDOM,2009,ForereefDeep,Maro,Northwestern Hawaiian Islands Marine Refuge,2005,Pristine,NA
1833,MAU-0001,2009,MARIAN,Maug,4/30/09,Forereef,Mid,20.02328,145.2077,1949,0,nSPC,Maug,0,0,HAPHAZARD,2009,ForereefMid,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1834,MAU-0002,2009,MARIAN,Maug,4/29/09,Forereef,Mid,20.02257,145.22975,1942,0,nSPC,Maug,0,0,HAPHAZARD,2009,ForereefMid,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1835,MAU-0003,2009,MARIAN,Maug,5/1/09,Forereef,Mid,20.01355,145.22758,1956,0,nSPC,Maug,0,0,HAPHAZARD,2009,ForereefMid,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1836,MAU-0004,2009,MARIAN,Maug,4/29/09,Forereef,Mid,20.0144,145.23418,1943,0,nSPC,Maug,0,0,HAPHAZARD,2009,ForereefMid,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1837,MAU-0006,2009,MARIAN,Maug,5/1/09,Forereef,Mid,20.03085,145.22727,1957,0,nSPC,Maug,0,0,HAPHAZARD,2009,ForereefMid,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1838,MAU-0009,2009,MARIAN,Maug,5/1/09,Forereef,Mid,20.02963,145.20828,1958,0,nSPC,Maug,0,0,HAPHAZARD,2009,ForereefMid,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1839,MAU-0010,2009,MARIAN,Maug,4/30/09,Forereef,Mid,20.0176,145.21238,1950,0,nSPC,Maug,0,0,HAPHAZARD,2009,ForereefMid,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1840,MAU-0011,2009,MARIAN,Maug,4/30/09,Forereef,Mid,20.01348,145.20873,1951,0,nSPC,Maug,0,0,HAPHAZARD,2009,ForereefMid,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1841,MAU-0012,2009,MARIAN,Maug,4/29/09,Forereef,Mid,20.020217,145.239667,1944,0,nSPC,Maug,0,0,RANDOM,2009,ForereefMid,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1842,MAU-0050,2009,MARIAN,Maug,4/29/09,Forereef,Deep,20.02462492,145.2378502,1945,0,nSPC,Maug,0,0,RANDOM,2009,ForereefDeep,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1843,MAU-0051,2009,MARIAN,Maug,4/29/09,Forereef,Mid,20.01769904,145.2298256,1946,0,nSPC,Maug,0,0,RANDOM,2009,ForereefMid,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1844,MAU-0052,2009,MARIAN,Maug,4/29/09,Forereef,Shallow,20.02294511,145.2292807,1947,0,nSPC,Maug,0,0,RANDOM,2009,ForereefShallow,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1845,MAU-0053,2009,MARIAN,Maug,4/29/09,Forereef,Deep,20.02302381,145.2294188,1948,0,nSPC,Maug,0,0,RANDOM,2009,ForereefDeep,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1846,MAU-0054,2009,MARIAN,Maug,4/30/09,Forereef,Deep,20.03004039,145.2083056,1952,0,nSPC,Maug,0,0,RANDOM,2009,ForereefDeep,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1847,MAU-0055,2009,MARIAN,Maug,4/30/09,Forereef,Shallow,20.02447908,145.2087771,1953,0,nSPC,Maug,0,0,RANDOM,2009,ForereefShallow,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1848,MAU-0056,2009,MARIAN,Maug,4/30/09,Forereef,Shallow,20.01600648,145.2145336,1954,0,nSPC,Maug,0,0,RANDOM,2009,ForereefShallow,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1849,MAU-0057,2009,MARIAN,Maug,4/30/09,Forereef,Deep,20.0198687,145.2108889,1955,0,nSPC,Maug,0,0,RANDOM,2009,ForereefDeep,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1850,MAU-0058,2009,MARIAN,Maug,5/1/09,Forereef,Mid,20.02957192,145.2125989,1959,0,nSPC,Maug,0,0,RANDOM,2009,ForereefMid,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1851,MAU-0059,2009,MARIAN,Maug,5/1/09,Forereef,Shallow,20.03049318,145.2250272,1960,0,nSPC,Maug,0,0,RANDOM,2009,ForereefShallow,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1852,MAU-0060,2009,MARIAN,Maug,5/1/09,Forereef,Shallow,20.03071295,145.2172936,1961,0,nSPC,Maug,0,0,RANDOM,2009,ForereefShallow,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1853,MAU-0061,2009,MARIAN,Maug,5/1/09,Forereef,Deep,20.02995657,145.219212,1962,0,nSPC,Maug,0,0,RANDOM,2009,ForereefDeep,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1854,MAU-0071,2011,MARIAN,Maug,4/18/11,Forereef,Deep,20.01347481,145.2352622,3617,0,nSPC,Maug,0,0,RANDOM,2011,ForereefDeep,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1855,MAU-0072,2011,MARIAN,Maug,4/19/11,Forereef,Deep,20.02454965,145.2106291,3628,0,nSPC,Maug,0,0,RANDOM,2011,ForereefDeep,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1856,MAU-0074,2011,MARIAN,Maug,4/18/11,Forereef,Deep,20.02160761,145.2399383,3609,0,nSPC,Maug,0,0,RANDOM,2011,ForereefDeep,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1857,MAU-0077,2011,MARIAN,Maug,4/19/11,Forereef,Deep,20.02153787,145.2293939,3624,0,nSPC,Maug,0,0,RANDOM,2011,ForereefDeep,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1858,MAU-0078,2011,MARIAN,Maug,4/19/11,Forereef,Deep,20.03022613,145.2309456,3630,0,nSPC,Maug,0,0,RANDOM,2011,ForereefDeep,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1859,MAU-0082,2011,MARIAN,Maug,4/18/11,Forereef,Deep,20.01613439,145.2379209,3616,0,nSPC,Maug,0,0,RANDOM,2011,ForereefDeep,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1860,MAU-0084,2011,MARIAN,Maug,4/20/11,Forereef,Deep,20.00958234,145.2144627,3640,0,nSPC,Maug,0,0,RANDOM,2011,ForereefDeep,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1861,MAU-0085,2011,MARIAN,Maug,4/20/11,Forereef,Deep,20.02131013,145.2060879,3641,0,nSPC,Maug,0,0,RANDOM,2011,ForereefDeep,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1862,MAU-0102,2011,MARIAN,Maug,4/20/11,Forereef,Deep,20.03501094,145.2149343,3647,0,nSPC,Maug,0,0,RANDOM,2011,ForereefDeep,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1863,MAU-0106,2011,MARIAN,Maug,4/19/11,Forereef,Mid,20.03054079,145.2094031,3634,0,nSPC,Maug,0,0,RANDOM,2011,ForereefMid,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1864,MAU-0115,2011,MARIAN,Maug,4/19/11,Forereef,Shallow,20.0267515,145.2082929,3633,0,nSPC,Maug,0,0,RANDOM,2011,ForereefShallow,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1865,MAU-0117,2011,MARIAN,Maug,4/20/11,Forereef,Mid,20.03297757,145.2138837,3648,0,nSPC,Maug,0,0,RANDOM,2011,ForereefMid,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1866,MAU-0121,2011,MARIAN,Maug,4/20/11,Forereef,Mid,20.02274595,145.2072848,3649,0,nSPC,Maug,0,0,RANDOM,2011,ForereefMid,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1867,MAU-0124,2011,MARIAN,Maug,4/18/11,Forereef,Mid,20.03056493,145.2267529,3611,0,nSPC,Maug,0,0,RANDOM,2011,ForereefMid,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1868,MAU-0126,2011,MARIAN,Maug,4/20/11,Forereef,Mid,20.01560264,145.2075534,3642,0,nSPC,Maug,0,0,RANDOM,2011,ForereefMid,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1869,MAU-0127,2011,MARIAN,Maug,4/18/11,Forereef,Mid,20.01159509,145.21912,3622,0,nSPC,Maug,0,0,RANDOM,2011,ForereefMid,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1870,MAU-0128,2011,MARIAN,Maug,4/20/11,Forereef,Mid,20.0196413,145.2077156,3650,0,nSPC,Maug,0,0,RANDOM,2011,ForereefMid,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1871,MAU-0131,2011,MARIAN,Maug,4/18/11,Forereef,Mid,20.01772167,145.2385548,3619,0,nSPC,Maug,0,0,RANDOM,2011,ForereefMid,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1872,MAU-0135,2011,MARIAN,Maug,4/19/11,Forereef,Mid,20.03514354,145.2249374,3632,0,nSPC,Maug,0,0,RANDOM,2011,ForereefMid,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1873,MAU-0136,2011,MARIAN,Maug,4/19/11,Forereef,Mid,20.02882543,145.2354503,3626,0,nSPC,Maug,0,0,RANDOM,2011,ForereefMid,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1874,MAU-0137,2011,MARIAN,Maug,4/19/11,Forereef,Mid,20.03248245,145.230919,3631,0,nSPC,Maug,0,0,RANDOM,2011,ForereefMid,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1875,MAU-0138,2011,MARIAN,Maug,4/18/11,Forereef,Mid,20.01137297,145.2309113,3618,0,nSPC,Maug,0,0,RANDOM,2011,ForereefMid,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1876,MAU-0154,2011,MARIAN,Maug,4/18/11,Forereef,Mid,20.02334082,145.2384656,3610,0,nSPC,Maug,0,0,RANDOM,2011,ForereefMid,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1877,MAU-0162,2011,MARIAN,Maug,4/19/11,Forereef,Mid,20.02290311,145.2101506,3629,0,nSPC,Maug,0,0,RANDOM,2011,ForereefMid,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1878,MAU-0163,2011,MARIAN,Maug,4/19/11,Forereef,Mid,20.0196278,145.2303604,3625,0,nSPC,Maug,0,0,RANDOM,2011,ForereefMid,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1879,MAU-0174,2011,MARIAN,Maug,4/18/11,Forereef,Shallow,20.01704626,145.2135581,3621,0,nSPC,Maug,0,0,RANDOM,2011,ForereefShallow,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1880,MAU-0178,2011,MARIAN,Maug,4/18/11,Forereef,Shallow,20.03051631,145.2127136,3612,0,nSPC,Maug,0,0,RANDOM,2011,ForereefShallow,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1881,MAU-0179,2011,MARIAN,Maug,4/18/11,Forereef,Shallow,20.0142897,145.2161427,3620,0,nSPC,Maug,0,0,RANDOM,2011,ForereefShallow,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1882,MAU-0182,2011,MARIAN,Maug,4/20/11,Forereef,Shallow,20.01346341,145.209488,3643,0,nSPC,Maug,0,0,RANDOM,2011,ForereefShallow,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1883,MAU-0184,2011,MARIAN,Maug,4/19/11,Forereef,Shallow,20.03540464,145.2190579,3627,0,nSPC,Maug,0,0,RANDOM,2011,ForereefShallow,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1884,MAU-0185,2014,MARIAN,Maug,5/5/14,Forereef,Mid,20.01002583,145.2291126,7152,0,nSPC,Maug,0,0,RANDOM,2014,ForereefMid,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1885,MAU-0186,2014,MARIAN,Maug,4/28/14,Forereef,Mid,20.01139551,145.2186134,7059,0,nSPC,Maug,0,0,RANDOM,2014,ForereefMid,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1886,MAU-0187,2014,MARIAN,Maug,5/5/14,Forereef,Mid,20.01321631,145.2337967,7143,0,nSPC,Maug,0,0,RANDOM,2014,ForereefMid,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1887,MAU-0188,2014,MARIAN,Maug,5/3/14,Forereef,Mid,20.011206,145.2268421,7103,0,nSPC,Maug,0,0,RANDOM,2014,ForereefMid,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1888,MAU-0190,2014,MARIAN,Maug,5/4/14,Forereef,Mid,20.02515525,145.2367923,7135,0,nSPC,Maug,0,0,RANDOM,2014,ForereefMid,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1889,MAU-0192,2014,MARIAN,Maug,5/4/14,Forereef,Mid,20.03711505,145.2205015,7122,0,nSPC,Maug,0,0,RANDOM,2014,ForereefMid,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1890,MAU-0193,2014,MARIAN,Maug,5/3/14,Forereef,Mid,20.02169017,145.2069475,7097,0,nSPC,Maug,0,0,RANDOM,2014,ForereefMid,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1891,MAU-0195,2014,MARIAN,Maug,5/5/14,Forereef,Deep,20.0111459,145.2313212,7142,0,nSPC,Maug,0,0,RANDOM,2014,ForereefDeep,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1892,MAU-0198,2014,MARIAN,Maug,5/4/14,Forereef,Mid,20.02738802,145.2361619,7119,0,nSPC,Maug,0,0,RANDOM,2014,ForereefMid,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1893,MAU-0199,2014,MARIAN,Maug,5/3/14,Forereef,Mid,20.02528642,145.2074228,7099,0,nSPC,Maug,0,0,RANDOM,2014,ForereefMid,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1894,MAU-0202,2014,MARIAN,Maug,5/3/14,Forereef,Mid,20.01860605,145.207487,7100,0,nSPC,Maug,0,0,RANDOM,2014,ForereefMid,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1895,MAU-0203,2014,MARIAN,Maug,5/5/14,Forereef,Mid,20.01922287,145.2397687,7144,0,nSPC,Maug,0,0,RANDOM,2014,ForereefMid,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1896,MAU-0204,2014,MARIAN,Maug,5/4/14,Forereef,Mid,20.03086919,145.2339783,7125,0,nSPC,Maug,0,0,RANDOM,2014,ForereefMid,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1897,MAU-0208,2014,MARIAN,Maug,5/5/14,Forereef,Mid,20.01347557,145.2266663,7141,0,nSPC,Maug,0,0,RANDOM,2014,ForereefMid,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1898,MAU-0212,2014,MARIAN,Maug,5/4/14,Forereef,Mid,20.0334431,145.2273314,7136,0,nSPC,Maug,0,0,RANDOM,2014,ForereefMid,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1899,MAU-0215,2014,MARIAN,Maug,5/4/14,Forereef,Mid,20.03424902,145.2150911,7116,0,nSPC,Maug,0,0,RANDOM,2014,ForereefMid,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1900,MAU-0216,2014,MARIAN,Maug,5/4/14,Forereef,Mid,20.03578224,145.2181886,7121,0,nSPC,Maug,0,0,RANDOM,2014,ForereefMid,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1901,MAU-0217,2014,MARIAN,Maug,5/3/14,Forereef,Mid,20.00965174,145.2167549,7102,0,nSPC,Maug,0,0,RANDOM,2014,ForereefMid,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1902,MAU-0218,2014,MARIAN,Maug,4/28/14,Forereef,Mid,20.01808494,145.2299857,7063,0,nSPC,Maug,0,0,RANDOM,2014,ForereefMid,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1903,MAU-0225,2014,MARIAN,Maug,5/4/14,Forereef,Mid,20.03114454,145.2312209,7124,0,nSPC,Maug,0,0,RANDOM,2014,ForereefMid,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1904,MAU-0226,2014,MARIAN,Maug,5/3/14,Forereef,Mid,20.01136576,145.2095204,7101,0,nSPC,Maug,0,0,RANDOM,2014,ForereefMid,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1905,MAU-0230,2014,MARIAN,Maug,5/3/14,Forereef,Mid,20.02948936,145.2092568,7098,0,nSPC,Maug,0,0,RANDOM,2014,ForereefMid,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1906,MAU-0278,2014,MARIAN,Maug,5/3/14,Forereef,Deep,20.01744951,145.2066699,7096,0,nSPC,Maug,0,0,RANDOM,2014,ForereefDeep,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1907,MAU-0279,2014,MARIAN,Maug,4/28/14,Forereef,Deep,20.0205395,145.2300088,7071,0,nSPC,Maug,0,0,RANDOM,2014,ForereefDeep,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1908,MAU-0281,2014,MARIAN,Maug,4/28/14,Forereef,Mid,20.02784139,145.211487,7061,0,nSPC,Maug,0,0,RANDOM,2014,ForereefMid,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1909,MAU-0282,2014,MARIAN,Maug,4/28/14,Forereef,Deep,20.02929205,145.2241157,7062,0,nSPC,Maug,0,0,RANDOM,2014,ForereefDeep,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1910,MAU-0284,2014,MARIAN,Maug,4/28/14,Forereef,Deep,20.01615484,145.2146217,7067,0,nSPC,Maug,0,0,RANDOM,2014,ForereefDeep,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1911,MAU-0285,2014,MARIAN,Maug,4/28/14,Forereef,Mid,20.03005187,145.2126494,7069,0,nSPC,Maug,0,0,RANDOM,2014,ForereefMid,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1912,MAU-0289,2014,MARIAN,Maug,5/5/14,Forereef,Deep,20.01751992,145.2398099,7139,0,nSPC,Maug,0,0,RANDOM,2014,ForereefDeep,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1913,MAU-0292,2014,MARIAN,Maug,5/4/14,Forereef,Deep,20.03109382,145.2089964,7120,0,nSPC,Maug,0,0,RANDOM,2014,ForereefDeep,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1914,MAU-0293,2014,MARIAN,Maug,5/4/14,Forereef,Deep,20.03623319,145.2251678,7118,0,nSPC,Maug,0,0,RANDOM,2014,ForereefDeep,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1915,MAU-0294,2014,MARIAN,Maug,4/28/14,Forereef,Mid,20.01779099,145.2124317,7060,0,nSPC,Maug,0,0,RANDOM,2014,ForereefMid,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1916,MAU-0297,2014,MARIAN,Maug,5/3/14,Forereef,Deep,20.01067526,145.2209536,7094,0,nSPC,Maug,0,0,RANDOM,2014,ForereefDeep,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1917,MAU-0298,2014,MARIAN,Maug,5/4/14,Forereef,Deep,20.03013745,145.2361964,7134,0,nSPC,Maug,0,0,RANDOM,2014,ForereefDeep,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1918,MAU-0299,2014,MARIAN,Maug,5/4/14,Forereef,Deep,20.03425305,145.229212,7123,0,nSPC,Maug,0,0,RANDOM,2014,ForereefDeep,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1919,MAU-0334,2014,MARIAN,Maug,4/28/14,Forereef,Shallow,20.0239615,145.2102934,7068,0,nSPC,Maug,0,0,RANDOM,2014,ForereefShallow,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1920,MAU-0335,2014,MARIAN,Maug,5/5/14,Forereef,Shallow,20.02359889,145.2378243,7151,0,nSPC,Maug,0,0,RANDOM,2014,ForereefShallow,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1921,MAU-0339,2014,MARIAN,Maug,5/5/14,Forereef,Shallow,20.0150869,145.2286121,7140,0,nSPC,Maug,0,0,RANDOM,2014,ForereefShallow,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1922,MAU-0340,2014,MARIAN,Maug,5/3/14,Forereef,Shallow,20.0136142,145.2095198,7095,0,nSPC,Maug,0,0,RANDOM,2014,ForereefShallow,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1923,MAU-0341,2014,MARIAN,Maug,5/4/14,Forereef,Shallow,20.03567085,145.2221602,7117,0,nSPC,Maug,0,0,RANDOM,2014,ForereefShallow,Maug,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
1924,MID-0143,2009,NWHI,Midway,10/2/09,Backreef,Shallow,28.27432,-177.386,2734,0,nSPC,Midway,40,40,RANDOM,2009,BackreefAll,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
